Episode,AvgProfit,WinRate,Epsilon,Fold%,Call%,Raise%
98600,236.6,70.0,0.0704,0.0,30.5,69.5
98700,161.2,63.0,0.0703,1.6,36.8,61.6
98800,176.3,65.0,0.0702,0.0,33.3,66.7
98900,182.7,68.0,0.0701,0.7,38.8,60.4
99000,36.2,59.0,0.0700,2.5,49.6,47.9
99100,70.8,54.0,0.0699,0.8,46.6,52.5
99200,13.8,66.0,0.0699,0.0,32.5,67.5
99300,25.2,62.0,0.0698,1.6,30.2,68.3
99400,90.3,60.0,0.0697,0.0,44.9,55.1
99500,44.4,60.0,0.0696,0.7,27.1,72.1
99600,107.2,65.0,0.0695,0.0,33.6,66.4
99700,265.4,68.0,0.0694,0.0,32.4,67.6
99800,7.3,66.0,0.0694,2.6,37.1,60.3
99900,231.7,68.0,0.0693,0.0,36.9,63.1
100000,98.2,64.0,0.0692,0.9,43.1,56.0
100100,-43.7,52.0,0.0691,0.8,44.5,54.6
100200,-87.8,53.0,0.0691,0.0,37.8,62.2
100300,117.1,64.0,0.0690,0.0,42.3,57.7
100400,197.0,67.0,0.0689,1.6,40.7,57.7
100500,82.2,66.0,0.0688,0.0,38.0,62.0
100600,173.2,60.0,0.0688,0.8,36.7,62.5
100700,134.6,67.0,0.0687,0.0,37.5,62.5
100800,188.4,69.0,0.0686,0.8,40.5,58.7
100900,6.4,59.0,0.0685,0.8,37.6,61.6
101000,23.0,49.0,0.0685,1.7,53.4,44.9
101100,38.2,56.0,0.0684,0.8,42.9,56.3
101200,147.1,70.0,0.0683,0.8,40.8,58.3
101300,155.3,66.0,0.0682,0.9,43.0,56.1
101400,181.7,72.0,0.0682,0.0,36.6,63.4
101500,34.3,57.0,0.0681,1.6,32.0,66.4
101600,203.7,61.0,0.0680,0.0,37.1,62.9
101700,51.5,67.0,0.0679,1.6,38.2,60.2
101800,123.2,62.0,0.0679,1.7,43.7,54.6
101900,105.5,65.0,0.0678,1.6,39.5,58.9
102000,138.4,59.0,0.0677,0.0,40.7,59.3
102100,180.2,69.0,0.0677,0.0,45.5,54.5
102200,193.7,71.0,0.0676,2.5,36.4,61.2
102300,184.6,67.0,0.0675,0.8,32.2,66.9
102400,-44.0,58.0,0.0675,0.0,37.9,62.1
102500,86.6,67.0,0.0674,0.8,39.0,60.2
102600,196.4,65.0,0.0673,0.0,40.7,59.3
102700,303.4,70.0,0.0672,0.0,39.3,60.7
102800,-5.8,64.0,0.0672,0.8,39.3,59.8
102900,232.3,64.0,0.0671,0.0,42.7,57.3
103000,203.3,61.0,0.0670,0.0,31.6,68.4
103100,69.9,59.0,0.0670,0.8,38.5,60.7
103200,40.1,60.0,0.0669,0.0,41.2,58.8
103300,29.9,65.0,0.0668,1.7,42.6,55.7
103400,115.8,58.0,0.0668,0.8,35.2,64.1
103500,163.1,60.0,0.0667,0.8,35.7,63.5
103600,32.1,67.0,0.0666,0.8,35.7,63.5
103700,11.2,61.0,0.0665,0.8,38.3,60.9
103800,113.2,57.0,0.0665,0.0,37.2,62.8
103900,65.0,59.0,0.0664,0.0,42.1,57.9
104000,60.5,62.0,0.0663,0.9,40.2,59.0
104100,158.9,59.0,0.0663,0.8,48.3,50.8
104200,184.0,64.0,0.0662,0.8,46.6,52.5
104300,150.6,70.0,0.0661,1.6,33.6,64.8
104400,233.2,65.0,0.0661,0.0,41.3,58.7
104500,94.0,62.0,0.0660,1.7,44.5,53.8
104600,55.0,64.0,0.0659,0.0,43.1,56.9
104700,122.5,67.0,0.0659,0.0,32.8,67.2
104800,89.1,63.0,0.0658,0.8,31.7,67.5
104900,127.8,68.0,0.0657,0.8,36.0,63.2
105000,87.4,66.0,0.0657,0.7,38.1,61.2
105100,172.3,65.0,0.0656,0.0,30.2,69.8
105200,29.8,62.0,0.0655,0.8,36.0,63.2
105300,227.7,68.0,0.0655,0.8,36.6,62.6
105400,7.0,68.0,0.0654,0.8,43.3,55.8
105500,74.9,63.0,0.0654,2.5,37.2,60.3
105600,107.0,63.0,0.0653,0.0,35.0,65.0
105700,127.8,59.0,0.0652,0.0,40.8,59.2
105800,33.2,69.0,0.0652,1.7,38.7,59.7
105900,199.6,69.0,0.0651,0.0,45.0,55.0
106000,-76.5,60.0,0.0651,0.0,36.0,64.0
106100,-21.9,60.0,0.0650,1.6,40.3,58.1
106200,66.7,61.0,0.0649,1.5,33.8,64.6
106300,-114.0,58.0,0.0649,0.0,35.8,64.2
106400,221.4,63.0,0.0648,0.0,33.1,66.9
106500,138.2,59.0,0.0647,0.8,30.1,69.2
106600,86.8,60.0,0.0647,0.8,35.7,63.6
106700,220.4,64.0,0.0646,0.8,32.3,66.9
106800,48.6,62.0,0.0646,0.0,47.8,52.2
106900,97.5,66.0,0.0645,0.0,31.7,68.3
107000,182.4,67.0,0.0644,0.0,32.8,67.2
107100,96.5,70.0,0.0644,0.8,41.9,57.4
107200,28.8,66.0,0.0643,0.9,39.3,59.8
107300,194.9,64.0,0.0643,0.0,43.0,57.0
107400,115.6,63.0,0.0642,0.8,38.6,60.6
107500,29.0,56.0,0.0641,1.4,27.1,71.4
107600,146.2,57.0,0.0641,1.6,39.2,59.2
107700,214.8,63.0,0.0640,0.8,40.9,58.3
107800,14.1,56.0,0.0640,2.3,42.6,55.0
107900,234.4,66.0,0.0639,0.8,34.6,64.6
108000,118.6,65.0,0.0638,0.8,31.8,67.4
108100,96.6,60.0,0.0638,2.3,34.4,63.3
108200,-8.5,65.0,0.0637,0.0,44.4,55.6
108300,-115.5,55.0,0.0637,0.8,32.6,66.7
108400,229.1,65.0,0.0636,0.8,32.0,67.2
108500,153.2,63.0,0.0636,0.0,42.5,57.5
108600,247.1,65.0,0.0635,0.7,30.7,68.6
108700,52.6,58.0,0.0634,2.7,48.6,48.6
108800,7.8,63.0,0.0634,0.0,34.4,65.6
108900,15.2,59.0,0.0633,0.0,34.1,65.9
109000,73.7,51.0,0.0633,2.4,35.4,62.2
109100,-52.2,54.0,0.0632,0.8,46.0,53.2
109200,295.7,66.0,0.0632,0.8,37.1,62.1
109300,8.0,57.0,0.0631,1.6,36.4,62.0
109400,105.8,65.0,0.0630,1.6,39.1,59.4
109500,229.7,62.0,0.0630,0.7,39.6,59.7
109600,-76.4,56.0,0.0629,0.0,36.4,63.6
109700,219.8,65.0,0.0629,0.8,42.6,56.6
109800,316.1,65.0,0.0628,1.6,35.7,62.7
109900,160.1,61.0,0.0628,0.0,41.5,58.5
110000,81.5,65.0,0.0627,0.0,47.4,52.6
110100,174.0,63.0,0.0627,0.0,36.0,64.0
110200,256.4,64.0,0.0626,0.0,37.0,63.0
110300,-43.4,53.0,0.0626,0.8,41.9,57.3
110400,5.5,56.0,0.0625,1.5,28.5,70.1
110500,127.7,71.0,0.0625,0.0,30.9,69.1
110600,173.8,63.0,0.0624,0.8,39.1,60.2
110700,-8.4,56.0,0.0624,0.8,43.2,55.9
110800,145.0,57.0,0.0623,0.0,43.1,56.9
110900,-56.5,54.0,0.0622,1.5,30.3,68.2
111000,-44.3,55.0,0.0622,0.0,38.7,61.3
111100,155.7,67.0,0.0622,0.0,50.0,50.0
111200,-50.9,56.0,0.0621,0.0,41.1,58.9
111300,-36.6,61.0,0.0620,1.6,42.6,55.8
111400,90.2,55.0,0.0620,0.0,39.8,60.2
111500,191.4,72.0,0.0620,0.0,26.2,73.8
111600,112.3,64.0,0.0619,0.8,35.7,63.5
111700,53.4,59.0,0.0619,0.8,42.6,56.6
111800,95.2,64.0,0.0618,0.9,37.9,61.2
111900,6.9,59.0,0.0618,0.8,37.9,61.3
112000,269.9,66.0,0.0617,0.0,34.7,65.3
112100,338.0,66.0,0.0617,0.7,29.9,69.4
112200,116.3,58.0,0.0616,0.0,35.6,64.4
112300,68.3,63.0,0.0616,0.8,38.0,61.2
112400,174.2,66.0,0.0615,2.3,41.1,56.6
112500,73.2,61.0,0.0615,1.6,33.3,65.1
112600,92.3,55.0,0.0614,0.8,26.5,72.7
112700,-8.4,62.0,0.0614,0.8,33.9,65.3
112800,249.7,67.0,0.0613,0.8,36.8,62.4
112900,-43.5,60.0,0.0613,0.0,43.3,56.7
113000,87.4,60.0,0.0612,0.7,32.1,67.2
113100,194.8,63.0,0.0612,0.8,39.1,60.2
113200,152.8,65.0,0.0611,0.0,36.0,64.0
113300,142.8,66.0,0.0611,0.8,40.3,58.9
113400,66.2,62.0,0.0610,0.8,36.7,62.5
113500,55.5,70.0,0.0610,1.6,34.4,64.1
113600,143.7,67.0,0.0609,0.8,34.6,64.6
113700,167.4,66.0,0.0609,0.8,33.9,65.3
113800,23.1,61.0,0.0608,0.8,39.0,60.2
113900,34.5,58.0,0.0608,0.8,36.8,62.4
114000,91.4,68.0,0.0608,0.8,33.6,65.6
114100,166.4,61.0,0.0607,1.6,40.3,58.1
114200,219.7,67.0,0.0607,0.0,36.7,63.3
114300,258.8,70.0,0.0606,0.0,35.7,64.3
114400,108.3,64.0,0.0606,0.8,35.2,64.1
114500,90.8,65.0,0.0605,0.8,34.6,64.6
114600,116.1,66.0,0.0605,0.8,30.2,69.0
114700,33.8,64.0,0.0604,1.5,26.3,72.2
114800,63.0,62.0,0.0604,2.5,40.3,57.1
114900,83.1,60.0,0.0604,0.0,29.6,70.4
115000,137.8,71.0,0.0603,0.0,32.3,67.7
115100,244.7,62.0,0.0603,0.8,33.3,65.9
115200,32.3,66.0,0.0602,0.0,41.8,58.2
115300,160.4,66.0,0.0602,0.8,37.8,61.4
115400,25.1,62.0,0.0601,0.0,35.9,64.1
115500,90.5,62.0,0.0601,0.8,40.2,59.1
115600,36.5,62.0,0.0601,0.0,34.1,65.9
115700,122.5,62.0,0.0600,2.6,35.0,62.4
115800,239.1,66.0,0.0600,1.6,40.9,57.5
115900,197.1,63.0,0.0599,1.5,33.1,65.4
116000,234.6,68.0,0.0599,0.8,32.3,66.9
116100,426.9,76.0,0.0598,0.8,27.8,71.4
116200,217.8,65.0,0.0598,0.0,33.9,66.1
116300,58.0,56.0,0.0598,1.7,42.7,55.6
116400,168.1,70.0,0.0597,0.0,27.3,72.7
116500,43.0,61.0,0.0597,3.2,37.9,58.9
116600,178.3,68.0,0.0596,0.0,37.0,63.0
116700,143.1,67.0,0.0596,0.0,37.9,62.1
116800,274.4,76.0,0.0596,0.0,30.2,69.8
116900,-43.5,61.0,0.0595,0.0,35.3,64.7
117000,-38.6,58.0,0.0595,0.8,37.7,61.5
117100,185.9,66.0,0.0594,0.0,40.6,59.4
117200,68.9,59.0,0.0594,1.5,30.0,68.5
117300,269.2,68.0,0.0594,0.0,29.8,70.2
